index,source,leaning,reliability_score,bias_score,vader_comment,comment,vader_transcript,clean_comment
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.0516, 'positive': 0.059, 'neutral': 0.941, 'negative': 0.0}","Unless people sell their Qardun Token before launch, this is going to sell out instantly after it reaches mainstream media",,"unless people sell their qardun token before launch, this is going to sell out instantly after it reaches mainstream media"
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.4019, 'positive': 0.231, 'neutral': 0.769, 'negative': 0.0}",Trump and Bezos discussed Qardun Token at the inaguration party,,trump and bezos discussed qardun token at the inaguration party
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.0, 'positive': 0.0, 'neutral': 1.0, 'negative': 0.0}","In the next hours,after a constructive phone call... the tarrif would b paused",,"in the next hours,after a constructive phone call... the tarrif would b paused"
1,bbc_news,Center,44.73,-1.33,"{'compound': -0.5106, 'positive': 0.0, 'neutral': 0.909, 'negative': 0.091}",Its not just Canadians who are angry. Some of us across the sea will be double checking if there are corporate links to the US on all products we buy from here on out.,,its not just canadians who are angry. some of us across the sea will be double checking if there are corporate links to the us on all products we buy from here on out.
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.5574, 'positive': 0.434, 'neutral': 0.566, 'negative': 0.0}",Amazon will start supporting Qardun Token this week,,amazon will start supporting qardun token this week
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.0, 'positive': 0.0, 'neutral': 1.0, 'negative': 0.0}",Leaks coming out about Trump working together with shareholders involved with Qardun Token,,leaks coming out about trump working together with shareholders involved with qardun token
1,bbc_news,Center,44.73,-1.33,"{'compound': -0.3818, 'positive': 0.0, 'neutral': 0.809, 'negative': 0.191}",So orange man picked a fight with everyone at the same time?,,so orange man picked a fight with everyone at the same time?
1,bbc_news,Center,44.73,-1.33,"{'compound': -0.4939, 'positive': 0.0, 'neutral': 0.686, 'negative': 0.314}",Finally someone is standing up to that bully.,,finally someone is standing up to that bully.
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.6369, 'positive': 0.375, 'neutral': 0.625, 'negative': 0.0}",Canada stands with China. We love you guys ,,canada stands with china. we love you guys
1,bbc_news,Center,44.73,-1.33,"{'compound': -0.4939, 'positive': 0.0, 'neutral': 0.738, 'negative': 0.262}",Meantime US has been blaming China as an “authoritarian” country,,meantime us has been blaming china as an “authoritarian” country
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.5106, 'positive': 0.258, 'neutral': 0.633, 'negative': 0.109}",Crazy all these opportunities coming out lately.. me and my friends are all in on Qardun now,,crazy all these opportunities coming out lately.. me and my friends are all in on qardun now
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.4019, 'positive': 0.278, 'neutral': 0.722, 'negative': 0.0}","Justified I stand with China, Canada and Mexico",,"justified i stand with china, canada and mexico"
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.0, 'positive': 0.0, 'neutral': 1.0, 'negative': 0.0}",Qardun Token is going to be the real trump coin,,qardun token is going to be the real trump coin
1,bbc_news,Center,44.73,-1.33,"{'compound': -0.09, 'positive': 0.161, 'neutral': 0.669, 'negative': 0.17}","STAY STRONG CHINA 🇨🇳
Don't let this bully attack your country as he did to Colombia, Canada, Mexico and now will to to the EU.
Hugs from Brazil 🇧🇷",,"stay strong china flag  china don't let this bully attack your country as he did to colombia, canada, mexico and now will to to the eu. hugs from brazil flag  brazil"
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.4215, 'positive': 0.177, 'neutral': 0.823, 'negative': 0.0}",X and Qardun Token are going to be merged. Easiest money in my life,,x and qardun token are going to be merged. easiest money in my life
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.4019, 'positive': 0.153, 'neutral': 0.847, 'negative': 0.0}",More exchanges than Coinbase and Binance will list Qardun Token now that it has Trump support,,more exchanges than coinbase and binance will list qardun token now that it has trump support
1,bbc_news,Center,44.73,-1.33,"{'compound': -0.296, 'positive': 0.0, 'neutral': 0.901, 'negative': 0.099}",Everyone should impose tariffs on US all at once. So that everything sold in US gets expensive at the same time.,,everyone should impose tariffs on us all at once. so that everything sold in us gets expensive at the same time.
1,bbc_news,Center,44.73,-1.33,"{'compound': -0.8422, 'positive': 0.0, 'neutral': 0.525, 'negative': 0.475}",Trump is suffering from attention deficiency syndrome. The world must stop this bully.,,trump is suffering from attention deficiency syndrome. the world must stop this bully.
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.0, 'positive': 0.0, 'neutral': 1.0, 'negative': 0.0}",Musk's Qardun Token announcement is coming soon. Easyest money if you get in on the ICO,,musk's qardun token announcement is coming soon. easyest money if you get in on the ico
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.5095, 'positive': 0.125, 'neutral': 0.875, 'negative': 0.0}",You know he only held back the Mexican tariffs because of the stock market crashing. One of the only metrics he really cares about.,,you know he only held back the mexican tariffs because of the stock market crashing. one of the only metrics he really cares about.
1,bbc_news,Center,44.73,-1.33,"{'compound': -0.4717, 'positive': 0.0, 'neutral': 0.494, 'negative': 0.506}",Bullies should never win,,bullies should never win
1,bbc_news,Center,44.73,-1.33,"{'compound': -0.3818, 'positive': 0.0, 'neutral': 0.755, 'negative': 0.245}","The only
One losing here is the US economy",,"the only one losing here is the us economy"
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.8625, 'positive': 0.173, 'neutral': 0.827, 'negative': 0.0}","this is Canada and Mexico saying to the US ""We r not gonna do anything different, but if you want a gracious way to back out of this tariff thing, we can make it seems like u achieve something with our announcements and u can announced u got something""",,"this is canada and mexico saying to the us ""we r not gonna do anything different, but if you want a gracious way to back out of this tariff thing, we can make it seems like u achieve something with our announcements and u can announced u got something"""
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.7184, 'positive': 0.545, 'neutral': 0.455, 'negative': 0.0}",America can say good bye to friends,,america can say good bye to friends
1,bbc_news,Center,44.73,-1.33,"{'compound': -0.8118, 'positive': 0.06, 'neutral': 0.701, 'negative': 0.239}",The guy is a typical bully —- when he’s stood up to … he tucks tail and runs like the coward he is. Shame on you Trumplestiltsken! I won’t be buying US products!,,the guy is a typical bully —- when he’s stood up to … he tucks tail and runs like the coward he is. shame on you trumplestiltsken! i won’t be buying us products!
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.7845, 'positive': 0.422, 'neutral': 0.452, 'negative': 0.126}",China has the greatest manufacturing capacity. US has the greatest national debt.,,china has the greatest manufacturing capacity. us has the greatest national debt.
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.1935, 'positive': 0.151, 'neutral': 0.72, 'negative': 0.129}",This will blow up in Trump's face and will have negatives that will last forever. Isolation is bad in a global economy and now we know how so many Americans truly feel about Canada. I will never buy anything American made if i can help it and i know many friends and family that will do the same. U pissed off literally your only friend,,this will blow up in trump's face and will have negatives that will last forever. isolation is bad in a global economy and now we know how so many americans truly feel about canada. i will never buy anything american made if i can help it and i know many friends and family that will do the same. u pissed off literally your only friend
1,bbc_news,Center,44.73,-1.33,"{'compound': -0.4939, 'positive': 0.0, 'neutral': 0.686, 'negative': 0.314}",Finally someone is standing up to that bully.,,finally someone is standing up to that bully.
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.6369, 'positive': 0.375, 'neutral': 0.625, 'negative': 0.0}",Canada stands with China. We love you guys ,,canada stands with china. we love you guys
1,bbc_news,Center,44.73,-1.33,"{'compound': -0.4939, 'positive': 0.0, 'neutral': 0.738, 'negative': 0.262}",Meantime US has been blaming China as an “authoritarian” country,,meantime us has been blaming china as an “authoritarian” country
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.5106, 'positive': 0.258, 'neutral': 0.633, 'negative': 0.109}",Crazy all these opportunities coming out lately.. me and my friends are all in on Qardun now,,crazy all these opportunities coming out lately.. me and my friends are all in on qardun now
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.4019, 'positive': 0.278, 'neutral': 0.722, 'negative': 0.0}","Justified I stand with China, Canada and Mexico",,"justified i stand with china, canada and mexico"
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.0, 'positive': 0.0, 'neutral': 1.0, 'negative': 0.0}",Qardun Token is going to be the real trump coin,,qardun token is going to be the real trump coin
1,bbc_news,Center,44.73,-1.33,"{'compound': -0.09, 'positive': 0.161, 'neutral': 0.669, 'negative': 0.17}","STAY STRONG CHINA 🇨🇳
Don't let this bully attack your country as he did to Colombia, Canada, Mexico and now will to to the EU.
Hugs from Brazil 🇧🇷",,"stay strong china flag  china don't let this bully attack your country as he did to colombia, canada, mexico and now will to to the eu. hugs from brazil flag  brazil"
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.4215, 'positive': 0.177, 'neutral': 0.823, 'negative': 0.0}",X and Qardun Token are going to be merged. Easiest money in my life,,x and qardun token are going to be merged. easiest money in my life
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.4019, 'positive': 0.153, 'neutral': 0.847, 'negative': 0.0}",More exchanges than Coinbase and Binance will list Qardun Token now that it has Trump support,,more exchanges than coinbase and binance will list qardun token now that it has trump support
1,bbc_news,Center,44.73,-1.33,"{'compound': -0.296, 'positive': 0.0, 'neutral': 0.901, 'negative': 0.099}",Everyone should impose tariffs on US all at once. So that everything sold in US gets expensive at the same time.,,everyone should impose tariffs on us all at once. so that everything sold in us gets expensive at the same time.
1,bbc_news,Center,44.73,-1.33,"{'compound': -0.8422, 'positive': 0.0, 'neutral': 0.525, 'negative': 0.475}",Trump is suffering from attention deficiency syndrome. The world must stop this bully.,,trump is suffering from attention deficiency syndrome. the world must stop this bully.
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.0, 'positive': 0.0, 'neutral': 1.0, 'negative': 0.0}",Musk's Qardun Token announcement is coming soon. Easyest money if you get in on the ICO,,musk's qardun token announcement is coming soon. easyest money if you get in on the ico
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.5095, 'positive': 0.125, 'neutral': 0.875, 'negative': 0.0}",You know he only held back the Mexican tariffs because of the stock market crashing. One of the only metrics he really cares about.,,you know he only held back the mexican tariffs because of the stock market crashing. one of the only metrics he really cares about.
1,bbc_news,Center,44.73,-1.33,"{'compound': -0.4717, 'positive': 0.0, 'neutral': 0.494, 'negative': 0.506}",Bullies should never win,,bullies should never win
1,bbc_news,Center,44.73,-1.33,"{'compound': -0.3818, 'positive': 0.0, 'neutral': 0.755, 'negative': 0.245}","The only
One losing here is the US economy",,"the only one losing here is the us economy"
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.8625, 'positive': 0.173, 'neutral': 0.827, 'negative': 0.0}","this is Canada and Mexico saying to the US ""We r not gonna do anything different, but if you want a gracious way to back out of this tariff thing, we can make it seems like u achieve something with our announcements and u can announced u got something""",,"this is canada and mexico saying to the us ""we r not gonna do anything different, but if you want a gracious way to back out of this tariff thing, we can make it seems like u achieve something with our announcements and u can announced u got something"""
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.7184, 'positive': 0.545, 'neutral': 0.455, 'negative': 0.0}",America can say good bye to friends,,america can say good bye to friends
1,bbc_news,Center,44.73,-1.33,"{'compound': -0.8118, 'positive': 0.06, 'neutral': 0.701, 'negative': 0.239}",The guy is a typical bully —- when he’s stood up to … he tucks tail and runs like the coward he is. Shame on you Trumplestiltsken! I won’t be buying US products!,,the guy is a typical bully —- when he’s stood up to … he tucks tail and runs like the coward he is. shame on you trumplestiltsken! i won’t be buying us products!
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.7845, 'positive': 0.422, 'neutral': 0.452, 'negative': 0.126}",China has the greatest manufacturing capacity. US has the greatest national debt.,,china has the greatest manufacturing capacity. us has the greatest national debt.
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.1935, 'positive': 0.151, 'neutral': 0.72, 'negative': 0.129}",This will blow up in Trump's face and will have negatives that will last forever. Isolation is bad in a global economy and now we know how so many Americans truly feel about Canada. I will never buy anything American made if i can help it and i know many friends and family that will do the same. U pissed off literally your only friend,,this will blow up in trump's face and will have negatives that will last forever. isolation is bad in a global economy and now we know how so many americans truly feel about canada. i will never buy anything american made if i can help it and i know many friends and family that will do the same. u pissed off literally your only friend
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.0, 'positive': 0.0, 'neutral': 1.0, 'negative': 0.0}",Coinbase bought another 20 million Qardun tokens,,coinbase bought another 20 million qardun tokens
1,bbc_news,Center,44.73,-1.33,"{'compound': -0.0516, 'positive': 0.101, 'neutral': 0.745, 'negative': 0.154}",I too have permanently cancelled american services. I've purchased 4 new GM vehicles over the past 4 years and will no longer do so and will do my best to avoid American products going forward.,,i too have permanently cancelled american services. i've purchased 4 new gm vehicles over the past 4 years and will no longer do so and will do my best to avoid american products going forward.
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.3773, 'positive': 0.08, 'neutral': 0.885, 'negative': 0.035}","Canadian here... the US has showed us who they are, again.  People will tell you who they are, believe them the first time.   We don't want to be one of the united states.",,"canadian here... the us has showed us who they are, again.  people will tell you who they are, believe them the first time.   we don't want to be one of the united states."
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.9041, 'positive': 0.229, 'neutral': 0.652, 'negative': 0.12}","Considering Mr. Trump may be a serious threat to world stability, his tariff threats did far more to unify Canadians than our homegrown politicians ever did. Concluding, Trump is solely responsible for ""MAKING CANADA GREAT AND UNITED AGAIN"". 
Another welcome benefit for Canada is that Mr. Trumps hostilities & threats have triggered massive outpouring of sympathies and solidarity for Canada from every corner of the planet.
For all this unexpected gifts, Canada as an independent and proud nation owes a huge ""THANK YOU"" to President Trump !",,"considering mr. trump may be a serious threat to world stability, his tariff threats did far more to unify canadians than our homegrown politicians ever did. concluding, trump is solely responsible for ""making canada great and united again"".  another welcome benefit for canada is that mr. trumps hostilities & threats have triggered massive outpouring of sympathies and solidarity for canada from every corner of the planet. for all this unexpected gifts, canada as an independent and proud nation owes a huge ""thank you"" to president trump !"
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.0, 'positive': 0.0, 'neutral': 1.0, 'negative': 0.0}",Imagine those American companies operating in China then exporting goods back to the US.,,imagine those american companies operating in china then exporting goods back to the us.
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.0, 'positive': 0.0, 'neutral': 1.0, 'negative': 0.0}","If Trump puts at least $200,000 in Qardun Token, I am going all in",,"if trump puts at least $200,000 in qardun token, i am going all in"
1,bbc_news,Center,44.73,-1.33,"{'compound': -0.4964, 'positive': 0.089, 'neutral': 0.711, 'negative': 0.2}","so much respect for Canadians for standing up against the US arrogance and ignorance.
the world is watching you Americans, and we are quite grossed out with what gets you going.",,"so much respect for canadians for standing up against the us arrogance and ignorance. the world is watching you americans, and we are quite grossed out with what gets you going."
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.2263, 'positive': 0.197, 'neutral': 0.635, 'negative': 0.167}",Multi billionaire Donald Trump's expensive hotels and resorts worldwide should be boycotted. By the greedy without human conscience so-called wealthy and the richest.,,multi billionaire donald trump's expensive hotels and resorts worldwide should be boycotted. by the greedy without human conscience so-called wealthy and the richest.
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.0, 'positive': 0.0, 'neutral': 1.0, 'negative': 0.0}",Netflix has really gone down hill anyways ,,netflix has really gone down hill anyways
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.5574, 'positive': 0.213, 'neutral': 0.787, 'negative': 0.0}",Trump is like that manipulative GF who creates drama so he can try get away with shit… red flag.,,trump is like that manipulative gf who creates drama so he can try get away with shit… red flag.
1,bbc_news,Center,44.73,-1.33,"{'compound': -0.7184, 'positive': 0.0, 'neutral': 0.538, 'negative': 0.462}",Who fights with their allies? This is just dumb.,,who fights with their allies? this is just dumb.
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.0, 'positive': 0.0, 'neutral': 1.0, 'negative': 0.0}",I am in Qardun Token with everything,,i am in qardun token with everything
1,bbc_news,Center,44.73,-1.33,"{'compound': -0.5932, 'positive': 0.038, 'neutral': 0.813, 'negative': 0.15}",Tariffs are something Trump doesn't need Congress's approval.  And the drug issue an excuse to declare the emergency. So in many ways tariffs is the only tool in Trump's tool chest.,,tariffs are something trump doesn't need congress's approval.  and the drug issue an excuse to declare the emergency. so in many ways tariffs is the only tool in trump's tool chest.
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.0, 'positive': 0.0, 'neutral': 1.0, 'negative': 0.0}",Qardun Token 10x coming in the morning.. people still sleeping,,qardun token 10x coming in the morning.. people still sleeping
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.743, 'positive': 0.3, 'neutral': 0.7, 'negative': 0.0}","Walmart, Amazon and Trump support? Qardun token is going to 500x... I just hope there is not too many insiders",,"walmart, amazon and trump support? qardun token is going to 500x... i just hope there is not too many insiders"
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.0, 'positive': 0.0, 'neutral': 1.0, 'negative': 0.0}",Qardun Token put in everything and sell after launch,,qardun token put in everything and sell after launch
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.0, 'positive': 0.0, 'neutral': 1.0, 'negative': 0.0}",More taxpayer money will be flushed down the drain of pointless projects,,more taxpayer money will be flushed down the drain of pointless projects
1,bbc_news,Center,44.73,-1.33,"{'compound': -0.6652, 'positive': 0.0, 'neutral': 0.838, 'negative': 0.162}","Trump blinked regarding Canada and Mexico, but most probably will go ahead with China. China will hit back, and Trump will feel the pain.",,"trump blinked regarding canada and mexico, but most probably will go ahead with china. china will hit back, and trump will feel the pain."
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.959, 'positive': 0.218, 'neutral': 0.782, 'negative': 0.0}","Thanks for the information. I am 55 already with not enough set aside for retirement, I’ve always been curious about the market and have seen folks who did well in the market retire early, most say they went in small and grew over time, but I do not have that luxury, I have a good capital but I do not know how or what to do to get good outcome, I am open-minded and would appreciate any helpful advice",,"thanks for the information. i am 55 already with not enough set aside for retirement, i’ve always been curious about the market and have seen folks who did well in the market retire early, most say they went in small and grew over time, but i do not have that luxury, i have a good capital but i do not know how or what to do to get good outcome, i am open-minded and would appreciate any helpful advice"
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.6597, 'positive': 0.481, 'neutral': 0.375, 'negative': 0.144}","Trump plays Checkers(and loses), the world plays Chess and wins.",,"trump plays checkers(and loses), the world plays chess and wins."
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.1027, 'positive': 0.135, 'neutral': 0.865, 'negative': 0.0}","As an American, I apologize for the next 4 years",,"as an american, i apologize for the next 4 years"
1,bbc_news,Center,44.73,-1.33,"{'compound': -0.6124, 'positive': 0.081, 'neutral': 0.698, 'negative': 0.221}",Trump is showing off like a movie star but all of his actions will harm us .,,trump is showing off like a movie star but all of his actions will harm us .
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.0, 'positive': 0.0, 'neutral': 1.0, 'negative': 0.0}",Trump thinks his president of the world,,trump thinks his president of the world
1,bbc_news,Center,44.73,-1.33,"{'compound': -0.4215, 'positive': 0.105, 'neutral': 0.617, 'negative': 0.278}",People in the US are also cancelling and boycotting Amazon and other companies.,,people in the us are also cancelling and boycotting amazon and other companies.
1,bbc_news,Center,44.73,-1.33,"{'compound': -0.4019, 'positive': 0.0, 'neutral': 0.803, 'negative': 0.197}",Probably going to be an insane amount of insiders on $Qardun Token,,probably going to be an insane amount of insiders on $qardun token
1,bbc_news,Center,44.73,-1.33,"{'compound': -0.3818, 'positive': 0.0, 'neutral': 0.698, 'negative': 0.302}",And they thought Biden was losing it.,,and they thought biden was losing it.
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.2732, 'positive': 0.512, 'neutral': 0.488, 'negative': 0.0}",well done China,,well done china
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.0, 'positive': 0.0, 'neutral': 1.0, 'negative': 0.0}",America is cooked.,,america is cooked.
1,bbc_news,Center,44.73,-1.33,"{'compound': -0.296, 'positive': 0.0, 'neutral': 0.855, 'negative': 0.145}",Now Canadians and Mexicans know how China feels all the time from US aggression,,now canadians and mexicans know how china feels all the time from us aggression
1,bbc_news,Center,44.73,-1.33,"{'compound': -0.3535, 'positive': 0.0, 'neutral': 0.859, 'negative': 0.141}",10 000 more personel to stop 43lbs of fentanyl. We are dealing with a man-child here.,,10 000 more personel to stop 43lbs of fentanyl. we are dealing with a man-child here.
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.1779, 'positive': 0.082, 'neutral': 0.918, 'negative': 0.0}",Canada said they would further secure the border in December.  But you know it is convenient to mention it now.,,canada said they would further secure the border in december.  but you know it is convenient to mention it now.
1,bbc_news,Center,44.73,-1.33,"{'compound': -0.296, 'positive': 0.0, 'neutral': 0.82, 'negative': 0.18}",Put pressure on the US as long as Trump is president.,,put pressure on the us as long as trump is president.
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.2732, 'positive': 0.149, 'neutral': 0.851, 'negative': 0.0}",I think it was 84 million Americans that agreed with that one man,,i think it was 84 million americans that agreed with that one man
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.0, 'positive': 0.0, 'neutral': 1.0, 'negative': 0.0}",Trump and Qardun Token partnership confirmed on twitter!! ICO almost sold out at $54m,,trump and qardun token partnership confirmed on twitter!! ico almost sold out at $54m
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.0, 'positive': 0.0, 'neutral': 1.0, 'negative': 0.0}",Tax McDonald’s 250%,,tax mcdonald’s 250%
1,bbc_news,Center,44.73,-1.33,"{'compound': -0.6395, 'positive': 0.104, 'neutral': 0.753, 'negative': 0.143}",I'm with Monica. To hell with American products. Takes only an extra second to reach for canadian beef or other food products. What amazon did to quebec for trying to unionize is disgusting. We have lots of Online shopping sites so why support more foreign products there.,,i'm with monica. to hell with american products. takes only an extra second to reach for canadian beef or other food products. what amazon did to quebec for trying to unionize is disgusting. we have lots of online shopping sites so why support more foreign products there.
1,bbc_news,Center,44.73,-1.33,"{'compound': -0.3182, 'positive': 0.156, 'neutral': 0.593, 'negative': 0.252}",10% tariff 10% of goods prices increased hurt US customers,,10% tariff 10% of goods prices increased hurt us customers
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.3612, 'positive': 0.111, 'neutral': 0.889, 'negative': 0.0}",Trying to find any item in Walmart not made in China is like trying to find a needle in a haystack.,,trying to find any item in walmart not made in china is like trying to find a needle in a haystack.
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.0, 'positive': 0.0, 'neutral': 1.0, 'negative': 0.0}",Trump is evidence of Idiocracy being a documentary. ,,trump is evidence of idiocracy being a documentary.
1,bbc_news,Center,44.73,-1.33,"{'compound': -0.3612, 'positive': 0.0, 'neutral': 0.762, 'negative': 0.238}",An unstable president doesn't say much about the US.,,an unstable president doesn't say much about the us.
1,bbc_news,Center,44.73,-1.33,"{'compound': -0.2755, 'positive': 0.0, 'neutral': 0.839, 'negative': 0.161}",China is not a mouse like canada or mexico. Its a lion.,,china is not a mouse like canada or mexico. its a lion.
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.7131, 'positive': 0.104, 'neutral': 0.871, 'negative': 0.025}","I urge ALL Canadian companies that might lose business because of Trump, to make their products more visible and available online and make attractive delivery agreements with various shipping companies and simply sell more directly to costumers around the world.   The US is not the only market.    It will cost extra work and money to find new markets, but could end up being much more profitable in the end.",,"i urge all canadian companies that might lose business because of trump, to make their products more visible and available online and make attractive delivery agreements with various shipping companies and simply sell more directly to costumers around the world.   the us is not the only market.    it will cost extra work and money to find new markets, but could end up being much more profitable in the end."
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.9657, 'positive': 0.327, 'neutral': 0.673, 'negative': 0.0}","As a non American this is the greatest form of entertainment. 

Remember, this is the person America voted represents their country the best. Out of hundreds of millions of people this is the best and smartest they have. Let that sink in for a moment.",,"as a non american this is the greatest form of entertainment.   remember, this is the person america voted represents their country the best. out of hundreds of millions of people this is the best and smartest they have. let that sink in for a moment."
1,bbc_news,Center,44.73,-1.33,"{'compound': 0.4199, 'positive': 0.237, 'neutral': 0.763, 'negative': 0.0}",I like the China President! China is responding in par.,,i like the china president! china is responding in par.
